dates,lesson
"Thursday, Aug 1st",Understanding Links in HTML
"Thursday, Aug 1st",Using Images in HTML
"Thursday, Aug 1st",Basics of HTML
"Thursday, Aug 1st",The Web is Made of HTML
"Thursday, Aug 1st",Welcome to Bootcamp Prep
